Open,High,Low,eps,pe,InRate,InfRate,Adj Close,Volume,Close
0.297991,0.303571,0.287946,0.285861344,19.86933377,2.653902506,2.429021993,0.251576,809597600,0.294643
0.303571,0.3125,0.300223,0.286276261,19.86435841,2.653293076,2.428771572,0.260152,385705600,0.304688
0.30692,0.30692,0.293527,0.286691114,19.85938443,2.652683723,2.428521213,0.254434,371520800,0.297991
0.302455,0.311384,0.292411,0.287105902,19.85441184,2.652074449,2.428270917,0.259199,613978400,0.303571
0.261161,0.267857,0.25,0.287520626,19.84944064,2.651465253,2.428020683,0.218222,1374464000,0.25558
0.257813,0.265625,0.25,0.287935287,19.84447083,2.650856134,2.427770512,0.218222,408917600,0.25558
0.264509,0.273438,0.257813,0.288349882,19.8395024,2.650247094,2.427520403,0.229658,435624000,0.268973
0.271205,0.274554,0.265625,0.288764414,19.83453536,2.649638132,2.427270356,0.231563,332511200,0.271205
0.272321,0.285714,0.267857,0.289178881,19.82956971,2.649029248,2.427020372,0.234423,386260000,0.274554
0.277902,0.277902,0.265625,0.289593284,19.82460545,2.648420443,2.42677045,0.228705,344887200,0.267857
0.268415,0.272321,0.257813,0.290007623,19.81964258,2.647811715,2.42652059,0.220129,263317600,0.257813
0.260045,0.262277,0.25,0.290421897,19.81468109,2.647203065,2.426270793,0.214411,513945600,0.251116
0.260045,0.261161,0.248884,0.290836108,19.80972099,2.646594494,2.426021058,0.217269,325808000,0.254464
0.256696,0.272321,0.25,0.291250253,19.80476228,2.88599618,2.08,0.213458,374007200,0.25
0.246094,0.261161,0.243304,0.291664335,19.79980495,2.645377585,2.425521776,0.219175,565331200,0.256696
0.254464,0.267857,0.247768,0.292078353,19.79484902,2.644769247,2.425272228,0.214411,366844800,0.251116
0.252232,0.267857,0.252232,0.292492306,19.78989447,2.644160988,2.425022743,0.228705,318052000,0.267857
0.265625,0.267857,0.254464,0.292906195,19.78494131,2.643552807,2.42477332,0.223941,216815200,0.262277
0.256138,0.264509,0.253348,0.293320019,19.77998954,2.642944703,2.424523959,0.225846,325466400,0.264509
0.256696,0.266741,0.25558,0.29373378,19.77503915,2.642336678,2.424274661,0.225846,305177600,0.264509
0.262277,0.267857,0.258929,0.294147476,19.77009016,2.641728731,2.424025425,0.226799,630336000,0.265625
0.265625,0.272321,0.260045,0.294561108,19.76514255,2.641120863,2.423776252,0.226799,452312000,0.265625
0.258929,0.297991,0.257813,0.294974675,19.76019633,2.640513072,2.423527141,0.24967,817073600,0.292411
0.32394,0.330357,0.300223,0.295388179,19.75525149,2.639905359,2.423278092,0.260152,739396000,0.304688
0.302455,0.310268,0.28683,0.295801618,19.75030805,2.639297724,2.423029105,0.24967,412356000,0.292411
0.302455,0.303292,0.284598,0.296214993,19.74536599,2.638690168,2.422780181,0.252528,373699200,0.295759
0.300223,0.315011,0.295759,0.296628303,19.74042532,2.638082689,2.42253132,0.262058,588929600,0.30692
0.297991,0.303571,0.28683,0.29704155,19.73548604,2.637475289,2.42228252,0.252528,580781600,0.295759
0.290179,0.330357,0.290179,0.297454732,19.73054814,2.636867966,2.422033783,0.274446,803734400,0.321429
0.319196,0.321429,0.304688,0.29786785,19.72561163,2.636260722,2.421785109,0.262058,423376800,0.30692
0.311384,0.325893,0.303571,0.298280903,19.72067651,2.635653556,2.421536497,0.261105,306118400,0.305804
