Date,Open,High,Low,eps,p/e,Interest_Rate,Inflation_rate,Close,Adj Close,Volume
4/27/2000,1.046317,1.133929,1.040876,12.7986,2156.789,2.746822544,2.467551298,1.131696,0.966278,326603200
4/28/2000,1.135045,1.138393,1.083147,21.79659348,12.80200086,2.746201324,2.46729146,1.107701,0.94579,249580800
5/1/2000,1.114955,1.117188,1.08817,99.17283744,5.388370633,2.745580181,2.467031683,1.109933,0.947696,226195200
5/2/2000,1.100446,1.127232,1.049107,46.40937782,14.16049996,2.744959117,2.466771969,1.052455,0.89862,236432000
5/3/2000,1.061942,1.082589,0.996652,60.73333333,1.259839239,2.744338131,2.466512318,1.027344,0.877179,489798400
5/4/2000,1.027902,1.029018,0.987165,66.90769231,1.151949799,2.743717223,2.466252729,0.988281,0.843826,399515200
5/5/2000,0.989397,1.024554,0.98856,125.5625,0.969177945,2.743096393,2.465993202,1.010045,0.862409,284076800
5/8/2000,1.000837,1.015067,0.982143,43.65277778,2.636925508,2.742475641,2.465733737,0.983259,0.839538,184900800
5/9/2000,0.984933,0.993304,0.936384,18.28571429,2.132791013,2.741854967,2.465474335,0.941406,0.803803,327140800
5/10/2000,0.929129,0.9375,0.881696,2.255060729,23.07507949,2.741234371,2.465214996,0.886719,0.757109,535091200
5/11/2000,0.905134,0.930804,0.883929,1.574358974,32.00617315,2.740613854,2.464955718,0.917969,0.783791,499744000
5/12/2000,0.946429,0.986607,0.935407,3.345177665,18.37570598,3.20296665,1.78,0.960938,0.82048,306913600
5/15/2000,0.964844,0.964844,0.893973,8.6789,8.4569,2.739373052,2.464437351,0.901786,0.769974,678932800
5/16/2000,0.933175,0.973772,0.917411,76.93650794,1.383703675,2.738752769,2.46417826,0.943638,0.805708,440451200
5/17/2000,0.925223,0.925781,0.896205,46.46666667,2.288372089,2.738132564,2.463919233,0.905134,0.772832,398092800
5/18/2000,0.919643,0.936942,0.898438,21.90410959,5.333350954,2.737512436,2.463660267,0.899554,0.768068,373777600
5/19/2000,0.886161,0.886161,0.833705,42.09301776,25.49615157,2.736892387,2.463401364,0.839286,0.716609,740667200
5/22/2000,0.837054,0.837054,0.767857,102.1774596,10.22691271,2.736272416,2.463142523,0.803013,0.685638,755507200
5/23/2000,0.808036,0.833705,0.764509,114.168418,11.73170337,2.735652523,2.462883745,0.766183,0.654191,517585600
5/24/2000,0.769531,0.801339,0.741071,133.868562,13.09224502,2.735032708,2.462625029,0.782924,0.668485,678462400
5/25/2000,0.790179,0.827288,0.767857,39.85044482,26.72492126,2.734412971,2.462366375,0.779157,0.665269,406750400
5/26/2000,0.785714,0.802455,0.761161,96.73379183,10.70577268,2.733793312,2.462107784,0.771205,0.65848,181148800
5/30/2000,0.782366,0.78683,0.729911,108.0859127,12.36997483,2.733173731,2.461849255,0.781808,0.667533,713059200
5/31/2000,0.77567,0.814732,0.748326,126.7365,13.82301078,2.732554229,2.461590788,0.75,0.640374,433507200
6/1/2000,0.729911,0.799665,0.717634,5.564537786,9.627154225,2.731934804,2.461332384,0.795759,0.679444,903840000
6/2/2000,0.837054,0.890625,0.794643,3.790439895,10.39458236,2.731315457,2.461074042,0.826451,0.70565,792848000
6/5/2000,0.833147,0.850446,0.800781,-0.703868847,-60.3817646,2.730696189,2.460815763,0.81529,0.696121,323668800
6/6/2000,0.82115,0.863839,0.806362,2.431695391,15.69311104,2.730076999,2.460557546,0.829241,0.708032,525481600
6/7/2000,0.835938,0.866071,0.81808,5.980502733,198.8143912,2.729457886,2.460299391,0.862165,0.736144,337019200
6/8/2000,0.871652,0.879464,0.831473,19.8620521,75.62008009,2.728838852,2.460041299,0.84654,0.722803,238526400
6/9/2000,0.863839,0.874442,0.842634,22.84934575,80.87058535,2.728219896,2.459783269,0.854911,0.72995,252358400
6/12/2000,0.860491,0.861049,0.811384,42.06070023,77.43403971,2.727601018,2.459525301,0.814174,0.695168,290337600
6/13/2000,0.814174,0.845424,0.787388,19.17333333,0.461610037,2.726982218,2.459267396,0.84375,0.720421,351456000
6/14/2000,0.845424,0.859375,0.804688,430,0.023642269,2.726363496,2.459009553,0.807478,0.689451,277446400
6/15/2000,0.814732,0.833705,0.794643,32.21052632,0.295534312,2.725744852,2.458751773,0.824777,0.704221,248572800
6/16/2000,0.834821,0.837054,0.795201,33.41637011,0.332961157,2.725126287,2.458494055,0.814174,0.695168,303564800
6/19/2000,0.808594,0.873884,0.801897,3.240384615,5.696854317,2.724507799,2.458236399,0.862723,0.73662,394004800
6/20/2000,0.879464,0.928013,0.878348,4.011764706,11.34662768,2.723889389,2.457978806,0.904018,0.771879,501390400
6/21/2000,0.901786,1.016741,0.898438,4.760994264,19.23967839,2.723271058,2.457721275,0.993304,0.848115,490000000
6/22/2000,0.995536,1.029018,0.956473,45.17142857,3.417204315,2.722652804,2.457463806,0.959821,0.819526,467712000
6/23/2000,0.960379,0.975446,0.907366,1.098739496,47.69447624,2.722034629,2.4572064,0.922991,0.788079,204965600
6/26/2000,0.9375,0.977679,0.930804,11.98529412,5.035386948,3.3605311,1.66,0.966518,0.825244,185354400
6/27/2000,0.960379,0.991071,0.921875,11.18918919,6.51635827,2.720798513,2.456691774,0.924107,0.789032,203470400
6/28/2000,0.952009,0.988839,0.919643,11.77027027,6.458334466,2.720180572,2.456434555,0.972098,0.830008,286428800
6/29/2000,0.947545,0.96317,0.91183,0.431649832,119.651515,2.719562709,2.456177398,0.915179,0.781409,203660800
6/30/2000,0.94308,0.981027,0.922991,0.475420875,66.46541293,2.718944924,2.455920304,0.935268,0.798562,323097600
7/3/2000,0.930804,0.969866,0.930804,0.567676768,50.33569346,2.718327217,2.455663272,0.952009,0.812856,70828800
7/5/2000,0.950893,0.985491,0.90625,-2.991582492,-5.271457666,2.717709588,2.455406302,0.921875,0.787126,265216000
7/6/2000,0.9375,0.945313,0.886161,12.33935484,5.0787788,2.717092037,2.455149395,0.925223,0.789985,309545600
7/7/2000,0.939174,0.978795,0.930804,29.46094946,2.277631055,2.716474565,2.45489255,0.972098,0.830008,263603200
7/10/2000,0.96596,1.040179,0.959821,26.10190217,3.355315474,2.71585717,2.454635767,1.020089,0.870985,397796000
7/11/2000,1.017857,1.058036,0.989955,180.3360656,0.441892039,2.715239854,2.454379047,1.016741,0.868126,357896000
7/12/2000,1.037946,1.052455,1.006696,62.45454545,1.490735538,2.714622615,2.454122389,1.051339,0.897667,225433600
7/13/2000,1.044643,1.082589,0.977679,80.47674419,1.130796054,2.714005455,2.453865794,1.008929,0.861456,445659200
7/14/2000,1.020089,1.053571,1.015625,77.68965517,1.552259598,2.713388373,2.453609261,1.030134,0.879561,190276800
7/17/2000,1.040179,1.050223,1.020089,24.30232558,4.905600428,2.712771369,2.45335279,1.041295,0.889091,260002400
7/18/2000,1.044643,1.051339,1.015625,12.62895005,10.33896816,2.712154442,2.453096382,1.022321,0.87289,318404800
7/19/2000,0.985491,1.014509,0.924107,11.71943128,12.7635171,2.711537594,2.452840036,0.940848,0.803326,457872800
7/20/2000,0.982143,1.018973,0.966518,19.08796764,11.58739601,2.710920825,2.452583752,0.984375,0.840491,465572800
7/21/2000,0.970703,0.993304,0.945313,14.12364244,15.58473144,2.710304133,2.452327531,0.956473,0.816667,196235200
7/24/2000,0.938616,0.944196,0.848214,22.4568,16.789,2.709687519,2.452071372,0.86942,0.742338,412171200
7/25/2000,0.898438,0.904018,0.876116,23.88461538,4.973234708,2.709070983,2.451815276,0.893973,0.763302,211607200
7/26/2000,0.890067,0.915179,0.879464,27.26923077,5.526645892,2.708454526,2.451559241,0.893973,0.763302,210470400
7/27/2000,0.892857,0.950893,0.890625,6.101449275,30.83337116,2.707838146,2.45130327,0.928571,0.792844,294985600
7/28/2000,0.933594,0.9375,0.837054,493.3333333,0.311701862,2.707221845,2.45104736,0.862723,0.73662,237893600
7/31/2000,0.87779,0.921875,0.870536,699.3333333,0.138549125,2.706605621,2.450791513,0.907366,0.774738,155299200
8/1/2000,0.898438,0.913504,0.879464,946.5,0.167846647,2.705989476,2.450535729,0.88058,0.751867,137284000
8/2/2000,0.875,0.891741,0.842634,102.2666667,1.861280369,2.705373409,2.450280006,0.84375,0.720421,162355200
8/3/2000,0.813616,0.858259,0.790179,8.344176101,10.47574132,2.70475742,2.450024346,0.857143,0.731856,339897600
8/4/2000,0.883371,0.915179,0.827009,5.361680655,14.742173,2.704141509,2.449768749,0.845982,0.722326,263121600
8/7/2000,0.854911,0.876116,0.842634,-44.71385471,-2.119147572,2.703525676,2.449513214,0.856027,0.730903,187348000
8/8/2000,0.856027,0.857143,0.827009,11.122176,10.6657234,2.702909921,2.449257741,0.834821,0.712797,176674400
8/9/2000,0.859375,0.864955,0.84375,10.49982281,6.740878552,3.1278929,1.61,0.848214,0.724232,379640800
8/10/2000,0.857143,0.864955,0.845982,8.606596008,7.709323873,2.701678645,2.448746982,0.84933,0.725185,251714400
8/11/2000,0.836496,0.857143,0.813616,28.68981713,3.429014537,2.701063125,2.448491697,0.851563,0.727092,238056000
8/14/2000,0.849888,0.851563,0.827009,21.78537718,5.517813542,2.700447682,2.448236473,0.840402,0.717562,156660000
8/15/2000,0.84375,0.856027,0.830357,3.513437801,45.55663238,2.699832318,2.447981312,0.833705,0.711844,114200800
8/16/2000,0.837054,0.875,0.835938,14.90237337,12.15995187,2.699217031,2.447726214,0.866071,0.739479,143673600
8/17/2000,0.863839,0.936384,0.862723,13.92237455,16.60842284,2.698601823,2.447471177,0.918527,0.784268,270900000
8/18/2000,0.917411,0.925223,0.890625,12.89621636,17.57333511,2.697986693,2.447216204,0.892857,0.76235,190176000
8/21/2000,0.897321,0.920759,0.886161,4.17677643,9.37907542,2.69737164,2.446961292,0.901786,0.769974,134467200
8/22/2000,0.904018,0.94308,0.899554,2.994555354,17.6483678,2.696756666,2.446706443,0.922991,0.788079,276802400
8/23/2000,0.919085,0.977679,0.91183,4.889882162,13.22448084,2.69614177,2.446451656,0.969866,0.828102,236863200
8/24/2000,0.976283,1.011161,0.953125,12.17138485,7.185706488,2.695526952,2.446196932,1.001953,0.855499,310766400
8/25/2000,1.008929,1.026786,1.006696,23.8805166,3.424801691,2.694912213,2.44594227,1.014509,0.86622,334460000
8/28/2000,1.022321,1.053571,1.018973,19.92618745,5.405228915,2.694297551,2.44568767,1.03683,0.885279,359004800
8/29/2000,1.033482,1.061384,1.030134,10.47656686,11.16397047,2.693682967,2.445433133,1.05692,0.902432,267030400
8/30/2000,1.053571,1.071429,1.04827,14.04083735,12.46293231,2.693068461,2.445178658,1.0625,0.907196,285392800
8/31/2000,1.053013,1.098214,1.052455,8.770331529,16.93778651,2.692454034,2.444924246,1.08817,0.929114,419596800
9/1/2000,1.094866,1.136161,1.091518,12.30091221,11.62027661,2.691839684,2.444669895,1.132813,0.967232,256872000
9/5/2000,1.118862,1.145089,1.111607,11.00209659,23.39645008,2.691225413,2.444415608,1.114955,0.951984,298642400
9/6/2000,1.095982,1.113839,1.03125,8.264042055,44.02203975,2.69061122,2.444161382,1.043527,0.890997,355404000
9/7/2000,1.055804,1.117188,1.040179,21.83522727,9.857073039,2.689997105,2.443907219,1.107143,0.945314,217464800
9/8/2000,1.100446,1.100446,1.044643,20.05347594,12.62105885,2.689383067,2.443653118,1.051339,0.897667,195518400
9/11/2000,1.047991,1.078125,1.037946,3.378074491,87.16173773,2.688769108,2.44339908,1.043527,0.890997,187381600
9/12/2000,1.023996,1.072545,1.017857,20.32,15.61212615,2.688155227,2.443145104,1.03125,0.880514,187997600
9/13/2000,1.013393,1.0625,1.013393,5.564330193,22.65920212,2.687541424,2.442891191,1.035714,0.884326,305984000
9/14/2000,1.045759,1.064732,1.014509,5.146778498,27.44778204,2.6869277,2.442637339,1.015346,0.866935,426552000
9/15/2000,1.03125,1.039063,0.96875,6.953143438,29.39377959,2.686314053,2.442383551,0.986328,0.842158,394514400
9/18/2000,0.986607,1.084821,0.983259,8.936513988,23.41118201,2.685700484,2.442129824,1.083147,0.924825,424536000
9/19/2000,1.066964,1.080357,1.045759,53.87420814,1.023228508,2.685086994,2.44187616,1.070313,0.913867,271510400
9/20/2000,1.060826,1.097098,1.045759,62.79090909,0.87864037,2.684473581,2.441622558,1.090123,0.930782,227388000
9/21/2000,1.044643,1.064732,0.986607,73.50960307,1.556211013,3.06235485,1.87,1.012277,0.864314,510490400
9/22/2000,0.898438,0.936384,0.892857,141.5246637,1.027170751,2.68324699,2.441115542,0.93192,0.795703,726700800
9/25/2000,0.941964,0.991071,0.929688,17.36,1.720943099,2.682633812,2.440862127,0.955357,0.815714,435551200
9/26/2000,0.952009,0.977679,0.917411,15.55172414,3.587685113,2.682020712,2.440608775,0.918527,0.784268,290936800
9/27/2000,0.924107,0.941964,0.861607,24.95862069,2.368648152,2.68140769,2.440355485,0.873884,0.74615,402259200
9/28/2000,0.88058,0.960938,0.859375,47.48387097,2.938050156,2.680794746,2.440102258,0.955357,0.815714,979585600
9/29/2000,0.503348,0.517857,0.453125,1.215246637,69.25188407,2.68018188,2.439849092,0.459821,0.39261,7421640800
10/2/2000,0.476563,0.477679,0.419643,0.956950673,63.50045564,2.679569092,2.43959599,0.433036,0.36974,2424788800
10/3/2000,0.445313,0.446429,0.396205,0.887892377,106.6898141,2.678956382,2.439342949,0.398438,0.340199,2038120000
10/4/2000,0.399554,0.424107,0.390625,1.61793722,80.52846037,2.67834375,2.439089971,0.421875,0.36021,1466024000
10/5/2000,0.419643,0.4375,0.392857,7.352856349,7.85511058,2.677731197,2.438837056,0.393973,0.336387,873006400
10/6/2000,0.405134,0.409598,0.375,5.718480951,9.211362194,2.677118721,2.438584202,0.396205,0.338293,612656800
10/9/2000,0.404018,0.408482,0.377232,16.02495434,3.173175873,2.676506324,2.438331411,0.388393,0.331622,597564800
10/10/2000,0.386161,0.40067,0.366071,11.11094185,6.53792476,2.675894004,2.438078683,0.372768,0.318281,691101600
10/11/2000,0.359375,0.375,0.341518,9.119517276,9.964715793,2.675281763,2.437826017,0.350446,0.299222,1198422400
10/12/2000,0.362723,0.371652,0.348214,4.405309539,19.03856357,2.6746696,2.437573413,0.357143,0.30494,1191064000
10/13/2000,0.361607,0.395089,0.357143,6.715025616,18.70777211,2.674057514,2.437320871,0.393973,0.336387,1247752800
10/16/2000,0.398438,0.415179,0.381696,7.75404683,17.18840256,2.673445507,2.437068392,0.383929,0.327811,820176000
10/17/2000,0.387277,0.391741,0.351563,280.4761905,0.102201505,2.672833578,2.436815976,0.359375,0.306846,601720000
10/18/2000,0.347098,0.376116,0.334821,30.69730586,0.732414018,2.672221727,2.436563621,0.359375,0.306846,834265600
10/19/2000,0.342076,0.353795,0.327009,18.66174497,1.753487725,2.671609955,2.436311329,0.33817,0.28874,1506724800
10/20/2000,0.340402,0.363839,0.33817,-156.8484848,-0.164039343,2.67099826,2.4360591,0.348214,0.297316,791263200
10/23/2000,0.361886,0.367188,0.347098,0.96876506,88.23759469,2.670386643,2.435806932,0.363839,0.310657,551292000
10/24/2000,0.36942,0.372768,0.335938,0.794293702,134.8885631,2.669775104,2.435554828,0.337054,0.287787,804451200
10/25/2000,0.340402,0.342634,0.329241,0.843034877,109.0130487,2.669163644,2.435302785,0.330357,0.282069,663969600
10/26/2000,0.335938,0.337054,0.3125,1.605100626,54.20681037,2.668552261,2.435050805,0.330357,0.282069,721851200
10/27/2000,0.337054,0.342634,0.319196,-4.968448729,-23.2708455,2.667940957,2.434798887,0.331473,0.283022,744503200
10/30/2000,0.341518,0.356027,0.334821,-0.862326574,-170.7009866,2.667329731,2.434547032,0.344866,0.294458,639189600
10/31/2000,0.352679,0.361607,0.34375,2.359735974,83.42035224,2.666718583,2.434295239,0.34933,0.298269,885880800
11/1/2000,0.347098,0.372768,0.347098,12.79872881,22.37097227,2.666107512,2.434043508,0.366071,0.312563,575366400
11/2/2000,0.377232,0.40067,0.376116,7.123761032,107.7997983,2.66549652,2.43379184,0.398438,0.340199,590693600
11/3/2000,0.410714,0.410714,0.391741,23.64634753,46.63849057,3.04561328,2.13,0.397321,0.339245,515821600
11/6/2000,0.40067,0.404018,0.372768,9.17795349,130.3460581,2.66427477,2.43328869,0.382813,0.326858,393478400
11/7/2000,0.383929,0.389509,0.371652,24.19120548,64.30890606,2.663664013,2.433037209,0.38058,0.324951,301963200
11/8/2000,0.381696,0.382813,0.353795,253.1527136,0.611682824,2.663053333,2.43278579,0.358259,0.305893,422088800
11/9/2000,0.354911,0.366071,0.340402,2.37848557,66.18933973,2.662442731,2.432534434,0.360491,0.307799,476834400
11/10/2000,0.345703,0.354911,0.340402,15.0393984,12.99029833,2.661832208,2.43228314,0.340402,0.290646,422251200
11/13/2000,0.334821,0.357143,0.325893,7.449884331,20.90746064,2.661221762,2.432031908,0.345982,0.29541,431816000
11/14/2000,0.356027,0.366071,0.34933,89.4523,21.4567,2.660611395,2.431780739,0.361607,0.308752,409001600
11/15/2000,0.357701,0.360491,0.34375,227.4568,0.8567,2.660001105,2.431529632,0.354911,0.303034,282357600
11/16/2000,0.348214,0.353795,0.337054,337.3333333,0.376080675,2.659390894,2.431278587,0.339286,0.289693,239372000
11/17/2000,0.342634,0.34375,0.325893,397.0714286,0.377710525,2.658780761,2.431027605,0.330357,0.282069,446180000
11/20/2000,0.332031,0.348214,0.325893,100.6754,0.45678,2.658170706,2.430776685,0.33817,0.28874,408066400
11/21/2000,0.342634,0.348214,0.334821,12.45678,346.321,2.657560729,2.430525828,0.335938,0.286835,301952000
11/22/2000,0.335938,0.341518,0.328125,0.78654,245.879,2.65695083,2.430275033,0.330357,0.282069,280532000
11/24/2000,0.336775,0.348214,0.335938,-1.343243243,-14.94568846,2.656341009,2.4300243,0.344866,0.294458,160932800
11/27/2000,0.354911,0.356027,0.330357,32.75634,5.789,2.655731266,2.42977363,0.333705,0.284928,258792800
11/28/2000,0.333705,0.339286,0.320313,23.89473684,1.879035202,2.655121601,2.429523022,0.321987,0.274923,269124800
11/29/2000,0.323103,0.327009,0.308036,20.21428571,3.15032285,2.654512015,2.429272476,0.313616,0.267775,492150400
11/30/2000,0.297991,0.303571,0.287946,21.66666667,4.267367671,2.653902506,2.429021993,0.294643,0.251576,809597600
